"","bias","bias.abs","variance","MSE"
"1",-0.180615762903218,0.180615762903218,0.0526733204605453,0.0842419078604457
"2",0.165976423039554,0.165976423039554,0.025930584822073,0.0529601461306364
"3",-0.168256752750716,0.168256752750716,0.085919139411799,0.112511091469779
"4",-0.319999770201164,0.319999770201164,0.014745325186794,0.116850271611856
"5",-0.402020050120966,0.402020050120966,0.0148479265191604,0.176171088688041
"6",-0.33833175616188,0.33833175616188,0.00796434710398361,0.122273437389486
"7",0.891751756924367,0.891751756924367,0.0253720510481777,0.82008580600491
"8",0.0907138727380008,0.0907138727380008,0.0221739284162903,0.0299594565550907
"9",-0.159858114383386,0.159858114383386,0.0438740170112843,0.0685511534052704
"10",0.0824840322648657,0.0824840322648657,0.00988821163037629,0.0164940629764402
"11",0.07867697089246,0.07867697089246,0.0253399154921401,0.0310231829311103
"12",0.359436903815495,0.359436903815495,0.0142581776343642,0.143167901906147
"13",0.270493315322509,0.270493315322509,0.00790019958696855,0.0809088292293915
"14",0.392749680476549,0.392749680476549,0.0076452671535832,0.161744673324943
"15",0.260847674338268,0.260847674338268,0.00302966993463038,0.0710105857436209
"16",-0.0998988262037586,0.0998988262037586,0.0223885728595279,0.0319205768792261
"17",-0.0457726762562813,0.0457726762562813,0.0127177353111642,0.0145585184966032
"18",-0.251999527836145,0.251999527836145,0.0135922697984179,0.0768241864320894
"19",-0.147235545492736,0.147235545492736,0.0175274298805846,0.0388551871395164
"20",-0.119070246402779,0.119070246402779,0.0142824108613245,0.0281744862225166
"21",-0.203322900955367,0.203322900955367,0.00302625109229778,0.0443059281233578
"22",0.261194616607074,0.261194616607074,0.00908564460327357,0.0771265594557243
"23",-0.155693085364399,0.155693085364399,0.0145616197635278,0.0385107241985433
"24",-0.314225348490808,0.314225348490808,0.0127871148834523,0.111268942219953
"25",-0.124842017487318,0.124842017487318,0.0136960140755972,0.029007623124389
"26",-0.0878963969479061,0.0878963969479061,0.0138091417360984,0.0212587354978003
"27",0.265153068359115,0.265153068359115,0.00597754009843845,0.0761641389567234
"28",0.171635595165243,0.171635595165243,0.0148074852955603,0.0439701131173763
"29",0.300928139281222,0.300928139281222,0.0148753903284946,0.105135627533184
"30",0.214474357379499,0.214474357379499,0.0174486861873872,0.0630989624369887
"31",-0.11816214209632,0.11816214209632,0.0135997894725481,0.0272900855078881
"32",-0.136451181479348,0.136451181479348,0.0213021293229283,0.0394950116635797
"33",-0.336882018313109,0.336882018313109,0.00923890997891992,0.122543626042056
"34",-0.0983723955444747,0.0983723955444747,0.0136598963443697,0.0230638266226409
"35",-0.761670850714667,0.761670850714667,0.00314124169814666,0.583220901692588
"36",-0.144442020995168,0.144442020995168,0.0148199525203906,0.0353870508991514
"37",0.377408077888306,0.377408077888306,0.0103818677607032,0.152611087660835
"38",0.175262060024802,0.175262060024802,0.0307722069793622,0.0608735525239122
"39",0.368143236302157,0.368143236302157,0.0100979692487567,0.145425452298807
"40",0.2666898430811,0.2666898430811,0.00370833674442514,0.0747576424121584
"41",-0.418093894104646,0.418093894104646,0.0138952166846903,0.188419816638584
"42",-0.0697572756069991,0.0697572756069991,0.0236456423005311,0.0280388069546313
"43",-0.211644289334255,0.211644289334255,0.00306421822340988,0.0477962390667437
"44",-0.136719352263667,0.136719352263667,0.0593427978004531,0.0768481231278408
"45",-0.335697715894784,0.335697715894784,0.0198756649236157,0.132171108082118
"46",-0.266463242839399,0.266463242839399,0.00613444846472647,0.0770144192799205
"47",0.326331076795246,0.326331076795246,0.0068697963974651,0.113224372151861
"48",0.461265154497216,0.461265154497216,0.0234369403500872,0.235733744296426
"49",0.267637028298095,0.267637028298095,0.00683758167522661,0.0783304089579575
"50",0.271162168251578,0.271162168251578,0.00934990687307956,0.0826918302265149
"51",0.221206369298292,0.221206369298292,0.0208177765868839,0.0693336788732787
"52",0.247268225699311,0.247268225699311,0.00523452378674661,0.0662714087514969
"53",-0.0797507322734577,0.0797507322734577,0.0204371626948553,0.026388598739111
"54",-0.0747876744101488,0.0747876744101488,0.0104674058621662,0.0158512539886013
"55",0.0736493864054264,0.0736493864054264,0.0266383578533743,0.0315298228142026
"56",-0.319733673182733,0.319733673182733,0.00974296567760917,0.11177772813098
"57",0.351032469874989,0.351032469874989,0.0132508701923999,0.136209647695087
"58",0.0861626002286753,0.0861626002286753,0.0175387293916597,0.0246119484819931
"59",-0.242874517896446,0.242874517896446,0.00959244328668825,0.0683886258643857
"60",-0.0778166830151743,0.0778166830151743,0.018651782624911,0.0243341831278969
"61",-0.0967564359819485,0.0967564359819485,0.0214064740347783,0.0303401524580117
"62",0.953050347003151,0.953050347003151,0.0206993426661868,0.928590319735691
"63",0.261643617643349,0.261643617643349,0.00436167425985439,0.0727318234281563
"64",0.367348825636032,0.367348825636032,0.00844426921213014,0.143220543524059
"65",0.273704693965811,0.273704693965811,0.0054496576733449,0.0802549240187961
"66",0.0604665148457773,0.0604665148457773,0.0267985730970519,0.0299188010527055
"67",0.0819946547572117,0.0819946547572117,0.0199549868652623,0.0262790105367114
"68",-0.112393567826344,0.112393567826344,0.0554695493332743,0.0669924724353438
"69",-0.183569050041054,0.183569050041054,0.00348159137083968,0.0371095556763979
"70",-0.115131482876846,0.115131482876846,0.0141515010239403,0.027123729352883
"71",-0.170852299556995,0.170852299556995,0.013600414254037,0.0425189142328695
"72",0.627982148451918,0.627982148451918,0.0277476955511939,0.421554320414457
"73",0.353859931564989,0.353859931564989,0.0133090719870855,0.138259741714523
"74",0.614357882250034,0.614357882250034,0.0331516655658571,0.409924239737287
"75",0.452065646685908,0.452065646685908,0.0127359082152346,0.216844538964478
"76",-0.0763303960435304,0.0763303960435304,0.0220433316030072,0.0274287943311092
"77",-0.432636730259479,0.432636730259479,0.0405430948337679,0.226906773306706
"78",-0.0661540947385079,0.0661540947385079,0.0256876465216218,0.0295502578418608
"79",0.105478345656173,0.105478345656173,0.0204267551573218,0.0311439014565384
"80",-0.0777555619735826,0.0777555619735826,0.0137090072066321,0.0194807544803271
"81",-0.0836124389845536,0.0836124389845536,0.0177305524971638,0.0243669814001662
"82",0.424941717664725,0.424941717664725,0.0174342196551837,0.197660998673927
"83",0.603761036356111,0.603761036356111,0.0229559810847254,0.387024250484836
"84",0.368925038074142,0.368925038074142,0.0120320548825605,0.147897097502916
"85",0.368433064450916,0.368433064450916,0.00676284918043784,0.142370515177522
"86",0.302774971800764,0.302774971800764,0.00651870585914944,0.0980610152909199
"87",0.36845767049537,0.36845767049537,0.0115487597234273,0.147078839475834
"88",-0.0641139837904035,0.0641139837904035,0.0192379854832042,0.0229638286910163
"89",-0.103225861579569,0.103225861579569,0.0190359773803762,0.029310836331613
"90",0.0512194262204553,0.0512194262204553,0.0209166913016434,0.0231217870979632
"91",-0.402211519340763,0.402211519340763,0.0179451149175567,0.179360318909611
"92",0.366026550672518,0.366026550672518,0.0101064721865206,0.143879778540012
"93",0.260959031478875,0.260959031478875,0.00511287203086942,0.0731102307006445
"94",0.451656565017538,0.451656565017538,0.0134375806311469,0.217162481741966
"95",0.311203862491236,0.311203862491236,0.00725772929853858,0.103960418742032
"96",-0.190251801452712,0.190251801452712,0.00260382732729321,0.0387474987367495
"97",-0.0935307975071955,0.0935307975071955,0.0288284436944486,0.0369998849028917
"98",-0.375547370536583,0.375547370536583,0.0298517487375497,0.17029054127974
"99",0.105296171620002,0.105296171620002,0.0201905560091717,0.0308740286468173
