"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,0.580526380557885,0.500464893962077,-0.400366787134444,1.56141954825021,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
2,2.09086630655733,0.499627774376175,1.11161386310412,3.07011875001053,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
3,0.700737193038429,0.458687187313573,-0.198273174266152,1.59974756034301,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
4,1.14054281533301,0.444200326010185,0.269926174432092,2.01115945623392,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
5,0.887518955962828,0.488843075144793,-0.0705958654127735,1.84563377733843,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
6,1.2713739263964,0.431179436669132,0.426277759650627,2.11647009314216,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
7,0.912549712449309,0.480805237326591,-0.0298112362890425,1.85491066118766,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
8,0.0863377679770238,0.547172677346197,-0.986100972945878,1.15877650889993,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
9,-0.0814308302615467,0.543957449042506,-1.14756783950714,0.984706178984046,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
10,1.0267747044391,0.465521199511219,0.114369919357221,1.93917948952097,TRUE,"full",84,1,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,16,42
1,0.300960105830488,0.457375116944993,-0.595478650806494,1.19739886246747,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
2,0.495480656798608,0.48583828676223,-0.456744887566006,1.44770620116322,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
3,0.704050543324065,0.450338341788475,-0.178596387438836,1.58669747408696,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
4,0.570676517654703,0.52263706225691,-0.453673301354657,1.59502633666406,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
5,0.794911899023155,0.442178100458953,-0.0717412526287264,1.66156505067504,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
6,1.21572545556731,0.524446131489387,0.187829926016754,2.24362098511786,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
7,1.12716488136249,0.482909698569067,0.180679264382029,2.07365049834296,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
8,0.85762289830265,0.47341011291411,-0.0702438729260448,1.78548966953134,TRUE,"full",84,2,4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,17,41
