"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,2.32129724623023,0.491449665934302,1.35807360078475,3.2845208916757,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
2,1.90924553504704,0.397102424410089,1.13093908502973,2.68755198506436,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
3,1.29629412133442,0.53123278183485,0.255097001531088,2.33749124113775,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
4,1.64581138735003,0.520919037369654,0.624828835244236,2.66679393945583,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
5,2.1672875283271,0.469217088908195,1.24763893313631,3.08693612351789,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
6,1.68856526587054,0.483828103282109,0.740279608729282,2.6368509230118,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
7,2.20541988005908,0.379440666685541,1.46172983908556,2.94910992103261,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
8,2.43085625769282,0.426885396005788,1.59417625599536,3.26753625939028,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
9,1.68808761888434,0.441599163368192,0.82256916307966,2.55360607468901,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
10,1.893474680715,0.49390562468081,0.925437444578856,2.86151191685115,TRUE,"full",425,1,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
1,1.97265047501336,0.510039950648361,0.972990541065984,2.97231040896073,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
2,1.95651090395788,0.4351468482204,1.10363875345977,2.80938305445598,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
3,1.99201372047381,0.444157713835958,1.12148059789968,2.86254684304793,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
4,1.91582046887705,0.45573052107707,1.02260506091033,2.80903587684378,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
5,1.85439648306335,0.493468262925786,0.887216460215271,2.82157650591144,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
6,2.33318176360227,0.441180285637781,1.46848429306313,3.19787923414142,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
7,1.43939223460005,0.542620495895387,0.375875605371825,2.50290886382827,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
8,1.99686821663747,0.480141442060846,1.05580828271309,2.93792815056186,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
9,1.44887939528664,0.415776338215866,0.633972746759594,2.26378604381368,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
10,2.55905095646716,0.385403824920105,1.80367334011978,3.31442857281455,TRUE,"full",425,2,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
1,1.73146571591985,0.47121170925778,0.807907736681045,2.65502369515866,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
2,2.14643536808284,0.401783697622862,1.3589537911667,2.93391694499898,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
3,2.16822648315123,0.417035392867943,1.35085213285155,2.98560083345091,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
4,2.67478235598841,0.438496115034462,1.81534576316013,3.53421894881669,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
5,0.855047799646538,0.499942952581152,-0.124822381737135,1.83491798103021,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
6,1.19337468306455,0.427312544009643,0.355857486663463,2.03089187946563,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
7,1.63207390228923,0.447959597490076,0.754089224679622,2.51005857989884,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
8,0.906241660315201,0.456288830662494,0.0119319856688171,1.80055133496158,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
9,2.1391234725387,0.434566410286917,1.28738895948549,2.99085798559192,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
10,1.96216700783411,0.470225992659644,1.04054099762661,2.88379301804161,TRUE,"full",425,3,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
1,2.07518159752211,0.387267470409184,1.31615130313618,2.83421189190804,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
2,1.96773406711131,0.46967137695096,1.04719508371809,2.88827305050453,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
3,1.73139691119089,0.548969631983045,0.655436203897919,2.80735761848387,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
4,1.78089727578854,0.435093552309405,0.928129583356511,2.63366496822057,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
5,1.82238787066564,0.480483244608894,0.880658016057255,2.76411772527402,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
6,1.8344596088098,0.433591394097097,0.984636092372979,2.68428312524662,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
7,1.96807092746782,0.454783142988853,1.07671234643374,2.8594295085019,TRUE,"full",425,4,1,"Design 1","Block Stratified Sampling","Block Stratified","Blocking",2,0.6,0.01,"both",25,10,28,30
