"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,1.17023463856355,0.28281356016906,0.615930246292641,1.72453903083446,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
2,0.955556873283721,0.214238211479039,0.535657694672528,1.37545605189491,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
3,1.40820815738636,0.235017215599094,0.947582879065252,1.86883343570747,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
4,0.376363910913618,0.255896843850583,-0.125184686790994,0.877912508618231,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
5,1.16311951036276,0.235437183027319,0.701671111007653,1.62456790971787,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
6,0.568577314929706,0.193662233921275,0.189006311278436,0.948148318580975,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
7,0.745959564694432,0.301660485693864,0.154715877175599,1.33720325221326,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
8,0.774047665967344,0.257361871815356,0.269627666215433,1.27846766571926,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
9,1.10047010525648,0.284753036057661,0.542364410095031,1.65857580041793,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
10,0.56101767432269,0.251850756558376,0.0673992619891084,1.05463608665627,TRUE,"full",254,1,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
1,0.79259556618101,0.277329944969811,0.249038862205705,1.33615227015631,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
2,0.961523313838325,0.317028313599282,0.340159237104264,1.58288739057239,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
3,1.05444330297055,0.273616673314727,0.518164477704022,1.59072212823707,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
4,0.876518314784354,0.227379558193115,0.43086256990522,1.32217405966349,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
5,1.22105690361871,0.278436738469075,0.675330924246529,1.7667828829909,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
6,1.66153630760789,0.270071653007495,1.132205594468,2.19086702074778,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
7,1.42682868857653,0.262002009200166,0.91331418666707,1.94034319048598,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
8,1.12511013365375,0.260376906908018,0.614780773708092,1.6354394935994,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
9,0.905039250167167,0.231301886947229,0.451695882194443,1.35838261813989,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
10,1.05341862700481,0.239827504689055,0.583365355312156,1.52347189869747,TRUE,"full",254,2,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
1,0.934019452601015,0.287919524374064,0.369707554381947,1.49833135082008,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
2,0.816315196954402,0.262727454780633,0.301378847834486,1.33125154607432,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
3,0.988913015358709,0.231084089135056,0.535996523253756,1.44182950746366,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
4,0.876718588281294,0.285000456046368,0.318127958852922,1.43530921770967,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
5,1.25137019468937,0.222248919740766,0.815770316394539,1.68697007298421,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
6,1.07362668088349,0.220554977866967,0.641346867653207,1.50590649411378,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
7,1.60753703896274,0.280607437343889,1.05755656797464,2.15751750995084,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
8,1.26729945291799,0.25734389458294,0.762914687894156,1.77168421794182,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
9,1.25009446615911,0.248488488204832,0.763065978704839,1.73712295361339,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
10,0.982889705320412,0.246439657031184,0.499876853176888,1.46590255746394,TRUE,"full",254,3,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
1,1.21678976443072,0.201436530994949,0.821981418509934,1.61159811035151,TRUE,"full",254,4,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
2,1.7005944927647,0.26332101543032,1.18449478614876,2.21669419938064,TRUE,"full",254,4,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
3,1.31336288711793,0.276923239774388,0.770603310677976,1.85612246355787,TRUE,"full",254,4,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
4,0.950653258549004,0.212378043514822,0.534399942152873,1.36690657494513,TRUE,"full",254,4,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
5,1.00083731360656,0.252584265418859,0.505781250324088,1.49589337688903,TRUE,"full",254,4,6,"Design 6","Balanced Quartiles","Bal. Quartiles","Stratified",1,0.8,0.5,"both",25,10,30,28
