"profile","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","mean_estimate","bias","sd","mse","coverage","power","fail_rate","n_valid_est"
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",2,0.7,0.2,"both",25,10,2.02845938123284,0.0284593812328387,0.516983726559863,0.267013021213768,0.928,0.972,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",2,0.7,0.5,"both",25,10,2.06665006971907,0.0666500697190691,0.525655675820992,0.279650865758289,0.94,0.964,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",2,0.8,0,"both",25,10,2.07087859987541,0.0708785998754145,0.522715371620732,0.277162210209985,0.948,0.98,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",2,0.8,0.01,"both",25,10,2.00238880350252,0.002388803502521,0.575697135886874,0.330107189881451,0.912,0.964,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",2,0.8,0.2,"both",25,10,2.0452559593001,0.0452559593001036,0.519816157225299,0.271176103815399,0.92,0.992,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",2,0.8,0.5,"both",25,10,2.01294284491129,0.0129428449112855,0.55636656361033,0.30847309532555,0.928,0.96,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.5,0,"both",25,10,2.99210366523123,-0.00789633476877212,0.52576850099702,0.275389138676871,0.96,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.5,0.01,"both",25,10,3.05737624662171,0.0573762466217125,0.553595883278088,0.308534562050913,0.912,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.5,0.2,"both",25,10,3.07972199617097,0.0797219961709688,0.535488363204486,0.291956392652394,0.908,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.5,0.5,"both",25,10,3.00693579881389,0.00693579881388793,0.492745763486613,0.241875299189456,0.964,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.6,0,"both",25,10,2.98282264886088,-0.0171773511391219,0.513758076261153,0.263186632872023,0.94,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.6,0.01,"both",25,10,3.01409869265919,0.014098692659191,0.555303793763707,0.30732762728959,0.908,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.6,0.2,"both",25,10,3.02768682994682,0.0276868299468174,0.4755177685285,0.225979240146082,0.964,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.6,0.5,"both",25,10,2.98066054178909,-0.019339458210907,0.54422232960492,0.295367246908335,0.908,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.7,0,"both",25,10,3.01505801274559,0.0150580127455935,0.509915212129394,0.259200213214568,0.944,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.7,0.01,"both",25,10,2.95880885465821,-0.0411911453417915,0.49083076247401,0.241647888495824,0.944,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.7,0.2,"both",25,10,3.03059853294996,0.0305985329499649,0.540403350558293,0.291803908388141,0.92,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.7,0.5,"both",25,10,3.07644631041012,0.0764463104101245,0.50877112071634,0.263656699437182,0.94,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.8,0,"both",25,10,3.0205427781818,0.0205427781818013,0.479105693351287,0.229046102075438,0.96,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.8,0.01,"both",25,10,2.98433820091502,-0.0156617990849754,0.53178560868273,0.281910041818232,0.944,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.8,0.2,"both",25,10,2.99128096015455,-0.00871903984545079,0.517687861636655,0.267004740853415,0.932,1,0,250
"full",2,"Design 2","High Incidence Focus","Hi-Inc. Focus","Stratified",3,0.8,0.5,"both",25,10,2.99341982151079,-0.00658017848921518,0.527155480524897,0.276824627793795,0.94,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.5,0,"both",25,10,0.825836217317724,0.0258362173177237,0.274134027528076,0.0755163773138576,0.924,0.876,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.5,0.01,"both",25,10,0.772613140355944,-0.0273868596440563,0.28719840218734,0.0829030306112484,0.92,0.808,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.5,0.2,"both",25,10,0.814343957329054,0.0143439573290541,0.253018338386696,0.0639679555535827,0.936,0.88,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.5,0.5,"both",25,10,0.82803605452383,0.0280360545238304,0.28904106873558,0.0839965808114061,0.912,0.844,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.6,0,"both",25,10,0.806310784889844,0.00631078488984378,0.292303590951268,0.0851394497318001,0.916,0.844,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.6,0.01,"both",25,10,0.81204044213827,0.0120404421382696,0.289455213686164,0.0835941556940675,0.912,0.868,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.6,0.2,"both",25,10,0.808131334398364,0.00813133439836383,0.25716964447432,0.0659377997339898,0.952,0.88,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.6,0.5,"both",25,10,0.808196264202598,0.00819626420259754,0.260481632470757,0.0676464568780909,0.944,0.88,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.7,0,"both",25,10,0.827344141182212,0.0273441411822118,0.284200825306743,0.0811947307256065,0.94,0.848,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.7,0.01,"both",25,10,0.842350337996112,0.0423503379961122,0.268821708140659,0.073769601452976,0.92,0.896,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.7,0.2,"both",25,10,0.801893879006693,0.00189387900669256,0.29494491004645,0.0866481167401514,0.92,0.832,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.7,0.5,"both",25,10,0.820251778082548,0.0202517780825484,0.287505309756271,0.0827388004410018,0.908,0.872,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.8,0,"both",25,10,0.780744085417356,-0.0192559145826438,0.256527182122787,0.0659137606336002,0.94,0.872,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.8,0.01,"both",25,10,0.814862249680915,0.0148622496809148,0.283911370172376,0.080504129914281,0.92,0.868,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.8,0.2,"both",25,10,0.845314318603932,0.0453143186039317,0.283156348077381,0.0819101948572315,0.928,0.872,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",0.8,0.8,0.5,"both",25,10,0.83414643525938,0.03414643525938,0.282601294058015,0.0807100164785748,0.932,0.88,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.5,0,"both",25,10,1.01911781265764,0.0191178126576393,0.238163701217733,0.0568605515442314,0.968,0.992,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.5,0.01,"both",25,10,1.02235170777484,0.0223517077748372,0.266148280731346,0.0710511665473581,0.928,0.98,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.5,0.2,"both",25,10,0.996163743247428,-0.00383625675257207,0.258037993643015,0.0663319886045309,0.956,0.976,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.5,0.5,"both",25,10,1.00963543429911,0.0096354342991139,0.290747034256821,0.0842885441715528,0.908,0.94,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.6,0,"both",25,10,0.983617790386584,-0.0163822096134164,0.258824555354193,0.0669905666442963,0.964,0.964,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.6,0.01,"both",25,10,1.00551439982366,0.00551439982366125,0.270150650836187,0.0727198572560417,0.94,0.96,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.6,0.2,"both",25,10,1.00899013917703,0.00899013917702582,0.282403997464229,0.0795138323150633,0.936,0.956,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.6,0.5,"both",25,10,1.02711999360814,0.0271199936081356,0.2734729873024,0.0752238189382678,0.948,0.968,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.7,0,"both",25,10,1.0075683700828,0.00756837008279636,0.287766488119135,0.0825355937033926,0.928,0.952,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.7,0.01,"both",25,10,1.02789177735451,0.0278917773545074,0.283995099936667,0.0811085551648786,0.924,0.964,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.7,0.2,"both",25,10,1.03031369743793,0.0303136974379263,0.274985574425473,0.0762335181298972,0.936,0.98,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.7,0.5,"both",25,10,1.05125381300781,0.0512538130078088,0.272076661239899,0.0763565601009245,0.944,0.964,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.8,0,"both",25,10,0.996935654805786,-0.0030643451942139,0.279434987752466,0.0777809669421694,0.932,0.956,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.8,0.01,"both",25,10,1.01640502179833,0.0164050217983266,0.247494167060889,0.0612774740184503,0.964,0.972,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.8,0.2,"both",25,10,1.01019903373581,0.010199033735811,0.270079031574179,0.0727549328520066,0.932,0.968,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1,0.8,0.5,"both",25,10,1.05989223385642,0.0598922338564217,0.289575304375084,0.0871055211526192,0.932,0.968,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.5,0,"both",25,10,1.49778347646066,-0.00221652353934064,0.280119161601098,0.078157790693918,0.92,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.5,0.01,"both",25,10,1.50382666035439,0.00382666035438856,0.277443455794086,0.0766816150077811,0.92,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.5,0.2,"both",25,10,1.539215200285,0.0392152002849992,0.270104350987947,0.074202366914322,0.928,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.5,0.5,"both",25,10,1.53441635914151,0.0344163591415065,0.277416390189879,0.0778364999083566,0.924,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.6,0,"both",25,10,1.49728852838232,-0.00271147161768362,0.265314948991245,0.0701178061479276,0.956,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.6,0.01,"both",25,10,1.49377411432163,-0.00622588567836917,0.275922166121873,0.075867271242837,0.92,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.6,0.2,"both",25,10,1.52629720946225,0.0262972094622508,0.299240819062825,0.0898784307477183,0.904,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.6,0.5,"both",25,10,1.5357016084802,0.0357016084801972,0.281534735202224,0.0802193647449581,0.94,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.7,0,"both",25,10,1.53253337227624,0.0325333722762417,0.254751812056866,0.0656973121149364,0.944,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.7,0.01,"both",25,10,1.5084350174298,0.00843501742979947,0.2948310007443,0.0866487672429272,0.928,0.996,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.7,0.2,"both",25,10,1.50425244018834,0.00425244018833696,0.262114187992704,0.0684471154044418,0.948,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.7,0.5,"both",25,10,1.5272879260319,0.0272879260318996,0.269625352285367,0.0731516701797508,0.956,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.8,0,"both",25,10,1.53158918265211,0.03158918265211,0.28364825667101,0.0811323846390812,0.892,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.8,0.01,"both",25,10,1.49078852470615,-0.00921147529385277,0.294776070251344,0.0866302111435433,0.892,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.8,0.2,"both",25,10,1.52023285142517,0.0202328514251691,0.278305963267228,0.0775537606301325,0.936,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",1.5,0.8,0.5,"both",25,10,1.55385122910954,0.0538512291095389,0.280729487908793,0.0813937640766149,0.932,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.5,0,"both",25,10,2.00550502429717,0.00550502429716732,0.265889278603777,0.0704446253350435,0.94,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.5,0.01,"both",25,10,2.01821488031234,0.0182148803123371,0.282961912099264,0.0800789557888687,0.94,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.5,0.2,"both",25,10,2.00197470347469,0.00197470347468528,0.272618041101789,0.0740272134026531,0.936,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.5,0.5,"both",25,10,2.04854144201416,0.0485414420141618,0.272753484351554,0.0764531569658241,0.924,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.6,0,"both",25,10,2.01235920744,0.0123592074399989,0.277812689848214,0.077023921086682,0.928,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.6,0.01,"both",25,10,1.99718659982944,-0.00281340017055951,0.28627549976431,0.0816337623387637,0.928,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.6,0.2,"both",25,10,2.02282897443983,0.0228289744398269,0.284087636980778,0.0809041244173553,0.904,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.6,0.5,"both",25,10,2.03602788176036,0.0360278817603591,0.306109970459069,0.0946265090225329,0.912,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.7,0,"both",25,10,2.00864731105267,0.00864731105266866,0.258316221223795,0.066535137055193,0.956,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.7,0.01,"both",25,10,2.0178786330671,0.0178786330671008,0.280819005594945,0.0788635221680683,0.936,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.7,0.2,"both",25,10,2.01514044607886,0.0151404460788613,0.295064999229796,0.0869443334628644,0.896,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.7,0.5,"both",25,10,2.04647278450481,0.0464727845048116,0.286816480311812,0.0840943583045731,0.928,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",25,10,2.01266621133545,0.0126662113354458,0.269107455213826,0.0722895800714491,0.932,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0.01,"both",25,10,2.00861351425053,0.00861351425053227,0.274433811522505,0.0750868538668871,0.896,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0.2,"both",25,10,2.02376656196773,0.0237665619677284,0.293182966610704,0.0861772763707766,0.9,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0.5,"both",25,10,2.05350389971869,0.0535038997186884,0.298207887879317,0.0914348999009768,0.916,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.5,0,"both",25,10,3.03904460974834,0.0390446097483372,0.254048709169429,0.0658070651945304,0.948,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.5,0.01,"both",25,10,3.00714287766711,0.00714287766711173,0.259021918666066,0.0668750056334199,0.94,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.5,0.2,"both",25,10,3.01176814983211,0.0117681498321088,0.286504881245906,0.0818951961402907,0.932,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.5,0.5,"both",25,10,3.02012136605374,0.0201213660537437,0.268387092209807,0.072148374111645,0.944,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.6,0,"both",25,10,3.02426252835172,0.0242625283517241,0.292524626821416,0.0858170449498387,0.924,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.6,0.01,"both",25,10,3.04940989416183,0.0494098941618342,0.267253360819705,0.0735799990750334,0.948,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.6,0.2,"both",25,10,3.00635608378525,0.00635608378525458,0.282640227673068,0.0796063561069724,0.92,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.6,0.5,"both",25,10,3.04484456444981,0.0448445644498058,0.285582614458936,0.0832422349231694,0.936,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.7,0,"both",25,10,2.97418456819282,-0.025815431807178,0.258889016693312,0.0674218653919631,0.932,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.7,0.01,"both",25,10,3.02636458942322,0.0263645894232197,0.292237265167147,0.0857561002512187,0.908,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.7,0.2,"both",25,10,3.02381489887985,0.02381489887985,0.27446196921286,0.0755952044626818,0.932,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.7,0.5,"both",25,10,3.05115885900471,0.0511588590047095,0.295178099198422,0.0893988186600716,0.92,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.8,0,"both",25,10,3.00391782016393,0.00391782016393092,0.285981056637124,0.0814733734111019,0.904,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.8,0.01,"both",25,10,3.00699635794883,0.00699635794883338,0.266563189194844,0.0708206591229395,0.936,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.8,0.2,"both",25,10,3.03024636808631,0.0302463680863069,0.278845742468571,0.0783587710828898,0.948,1,0,250
"full",3,"Design 3","Saturation Regions","Sat. Regions","Saturation",3,0.8,0.5,"both",25,10,3.04623428691842,0.0462342869184196,0.295918728503083,0.0893552315902206,0.932,1,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.5,0,"both",25,10,0.798446099905048,-0.00155390009495249,0.484523710783105,0.233826588011291,0.96,0.388,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.5,0.01,"both",25,10,0.782859624753114,-0.0171403752468861,0.548246208302107,0.299665401761571,0.904,0.412,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.5,0.2,"both",25,10,0.744983901113204,-0.0550160988867961,0.510910615975936,0.263012310023564,0.932,0.348,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.5,0.5,"both",25,10,0.737104936814651,-0.0628950631853493,0.526865115001047,0.280432290980535,0.936,0.364,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.6,0,"both",25,10,0.789313789802472,-0.010686210197528,0.519120175103086,0.268522008262648,0.944,0.356,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.6,0.01,"both",25,10,0.748311138365985,-0.0516888616340155,0.517628730594699,0.269539483143152,0.908,0.376,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.6,0.2,"both",25,10,0.772177622392351,-0.0278223776076491,0.525093111120697,0.27539396894077,0.94,0.38,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.6,0.5,"both",25,10,0.829587352998349,0.0295873529983493,0.509664654756466,0.259594439524245,0.92,0.44,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0,"both",25,10,0.787034018262304,-0.0129659817376965,0.545744124493457,0.296813419503875,0.908,0.364,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.01,"both",25,10,0.840370548065087,0.0403705480650871,0.515625826258171,0.266436293884679,0.932,0.432,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.2,"both",25,10,0.806761026796809,0.00676102679680855,0.517002311757436,0.26626793628443,0.928,0.408,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.7,0.5,"both",25,10,0.80416856332148,0.00416856332147943,0.497448297971546,0.246482366838334,0.952,0.4,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.8,0,"both",25,10,0.801502124998296,0.00150212499829604,0.494700302348954,0.24375173196708,0.956,0.388,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.8,0.01,"both",25,10,0.85920768411674,0.0592076841167398,0.495385293537272,0.247930512555265,0.936,0.396,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.8,0.2,"both",25,10,0.797973147489344,-0.00202685251065633,0.503757661744549,0.25276080277037,0.928,0.384,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",0.8,0.8,0.5,"both",25,10,0.845224101801396,0.0452241018013957,0.514849500289154,0.266054947299943,0.912,0.44,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.5,0,"both",25,10,0.992683292582155,-0.00731670741784457,0.509701697505576,0.258810171365744,0.94,0.552,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.5,0.01,"both",25,10,0.989285888724184,-0.0107141112758164,0.477873184237904,0.227564121273249,0.952,0.568,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.5,0.2,"both",25,10,1.02259722963,0.0225972296300025,0.560056913893314,0.312919726599455,0.92,0.548,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.5,0.5,"both",25,10,1.11668127645741,0.116681276457414,0.513834404381239,0.276584212221051,0.932,0.64,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.6,0,"both",25,10,0.921154928529062,-0.0788450714709381,0.497171727353235,0.252407552868739,0.936,0.5,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.6,0.01,"both",25,10,1.01727864576674,0.0172786457667373,0.479902079923695,0.229683333889361,0.94,0.568,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.6,0.2,"both",25,10,0.980875161679325,-0.0191248383206749,0.486821948997265,0.236413387026186,0.956,0.548,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.6,0.5,"both",25,10,1.02568961462914,0.0256896146291434,0.514607404287721,0.264421453725349,0.952,0.56,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.7,0,"both",25,10,1.03365934397847,0.0336593439784674,0.495769482096098,0.245937181297382,0.952,0.572,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.7,0.01,"both",25,10,0.991296103832982,-0.00870389616701782,0.521435319531432,0.270882971093513,0.944,0.54,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.7,0.2,"both",25,10,1.04204339338884,0.0420433933888384,0.515022339571655,0.265954665144478,0.94,0.592,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.7,0.5,"both",25,10,1.01975044161679,0.0197504416167856,0.546171449774986,0.297500119483171,0.924,0.576,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.8,0,"both",25,10,0.952058713156201,-0.0479412868437991,0.446077891926474,0.200487910707144,0.948,0.54,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.8,0.01,"both",25,10,0.996863794064701,-0.00313620593529914,0.558139088053828,0.310283000434773,0.924,0.536,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.8,0.2,"both",25,10,1.04782560514449,0.0478256051444863,0.557507169549948,0.311858275630633,0.912,0.556,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1,0.8,0.5,"both",25,10,0.922496074432478,-0.0775039255675221,0.52126588435167,0.276638108178549,0.94,0.456,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.5,0,"both",25,10,1.51810174415894,0.0181017441589353,0.516195043990107,0.265719167287784,0.928,0.86,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.5,0.01,"both",25,10,1.51520769287268,0.0152076928726834,0.489313491709053,0.238701256318341,0.948,0.884,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.5,0.2,"both",25,10,1.55523519443825,0.0552351944382523,0.547935762611928,0.30208359225395,0.94,0.856,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.5,0.5,"both",25,10,1.56445312448938,0.0644531244893801,0.493495323744855,0.246717689276251,0.92,0.908,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.6,0,"both",25,10,1.49875106562287,-0.00124893437713116,0.553656700704427,0.30531115910305,0.916,0.816,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.6,0.01,"both",25,10,1.51925354872506,0.0192535487250587,0.495898378648816,0.245302240277247,0.944,0.864,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.6,0.2,"both",25,10,1.48180893043795,-0.0181910695620455,0.50725923516287,0.2566135989432,0.916,0.856,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.6,0.5,"both",25,10,1.47391589323327,-0.0260841067667258,0.529749526729254,0.280192403451407,0.952,0.808,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.7,0,"both",25,10,1.57004665952765,0.0700466595276454,0.534791040261647,0.28976398542814,0.912,0.864,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.7,0.01,"both",25,10,1.52054665052919,0.020546650529191,0.503484243377109,0.252904562643672,0.924,0.86,0,250
"full",4,"Design 4","Isolation Buffer","Iso. Buffer","Blocking",1.5,0.7,0.2,"both",25,10,1.48772284726258,-0.0122771527374243,0.522442431262063,0.272005038086421,0.924,0.832,0,250
