"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,1.91305330251247,0.278099235039272,1.36798881770736,2.45811778731759,TRUE,"pilot",51,1,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
2,2.12710445911114,0.214545750914569,1.70660251428249,2.5476064039398,TRUE,"pilot",51,1,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
3,2.14544736604752,0.229931971829221,1.69478898236797,2.59610574972707,TRUE,"pilot",51,1,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
4,2.10789677325602,0.264055420801767,1.59035765856199,2.62543588795006,TRUE,"pilot",51,1,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
5,2.06397086412745,0.249980036095383,1.57401899652648,2.55392273172843,TRUE,"pilot",51,1,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
1,1.49685050600275,0.279301006591889,0.949430592236859,2.04427041976863,TRUE,"pilot",51,2,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
2,2.09483541605435,0.300360446813578,1.50613975791938,2.68353107418933,TRUE,"pilot",51,2,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
3,1.92284960664357,0.236232986018363,1.45984146208722,2.38585775119992,TRUE,"pilot",51,2,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
4,1.75802329128905,0.228114072374085,1.31092792506908,2.20511865750902,TRUE,"pilot",51,2,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
5,1.89379866745133,0.258087156098096,1.38795713662669,2.39964019827596,TRUE,"pilot",51,2,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
1,1.44033621097905,0.278255494665689,0.894965462933925,1.98570695902418,TRUE,"pilot",51,3,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
2,2.33421889884027,0.286930754789904,1.77184495339516,2.89659284428538,TRUE,"pilot",51,3,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
3,2.04027249761569,0.248576713585928,1.55307109159194,2.52747390363944,TRUE,"pilot",51,3,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
4,1.94512487041367,0.260638746570263,1.43428231416029,2.45596742666705,TRUE,"pilot",51,3,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
5,1.79780138646746,0.27064759330863,1.2673418510801,2.32826092185482,TRUE,"pilot",51,3,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
1,1.96332453004127,0.271351903881025,1.43148457129809,2.49516448878445,TRUE,"pilot",51,4,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
2,1.68084553118466,0.262620710034135,1.16611839792342,2.1955726644459,TRUE,"pilot",51,4,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
3,1.75489739951289,0.26077911410908,1.24377972793883,2.26601507108695,TRUE,"pilot",51,4,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
4,1.95166532773659,0.204714248889613,1.55043277279078,2.3528978826824,TRUE,"pilot",51,4,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
5,2.40135804404968,0.318704564674487,1.77670857557917,3.02600751252019,TRUE,"pilot",51,4,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,29,29
1,1.72363199403582,0.224118756199998,1.28436730362391,2.16289668444773,TRUE,"pilot",51,5,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,30,28
2,1.86412236873697,0.247191230253799,1.37963646014538,2.34860827732856,TRUE,"pilot",51,5,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,30,28
3,2.14698937935006,0.230604633446241,1.69501260312736,2.59896615557275,TRUE,"pilot",51,5,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,30,28
4,1.95933057820001,0.262298146144371,1.44523565854542,2.4734254978546,TRUE,"pilot",51,5,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,30,28
5,1.52323301213574,0.276005475337302,0.982272220938773,2.06419380333271,TRUE,"pilot",51,5,3,"Design 3","Saturation Regions","Sat. Regions","Saturation",2,0.8,0,"both",5,5,30,28
