"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,1.85980428357464,0.279838405629237,1.31133108705022,2.40827748009905,TRUE,"pilot",47,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
2,1.8778564718813,0.275460560762365,1.33796369362586,2.41774925013675,TRUE,"pilot",47,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
3,2.36852071656694,0.247366961976867,1.88369038012719,2.85335105300669,TRUE,"pilot",47,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
4,1.96014160525816,0.21863853510403,1.53161795082167,2.38866525969466,TRUE,"pilot",47,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
5,2.42240566003597,0.265939216451105,1.90117437371501,2.94363694635694,TRUE,"pilot",47,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
1,2.09228086259965,0.307943461566969,1.48872276865379,2.6958389565455,TRUE,"pilot",47,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
2,2.17966554555425,0.289434521961176,1.61238430662777,2.74694678448072,TRUE,"pilot",47,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
3,1.96369008574139,0.298606065771773,1.37843295126352,2.54894722021926,TRUE,"pilot",47,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
4,1.90476685712634,0.283006436187797,1.35008443480522,2.45944927944745,TRUE,"pilot",47,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
5,1.82383590835717,0.306650991877877,1.22281100845304,2.42486080826129,TRUE,"pilot",47,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
1,1.91236720466328,0.256465348405728,1.40970435850554,2.41503005082102,TRUE,"pilot",47,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
2,1.94955250586456,0.235123603707955,1.4887187106817,2.41038630104742,TRUE,"pilot",47,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
3,2.00620697583439,0.264031195963749,1.48871534095041,2.52369861071838,TRUE,"pilot",47,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
4,1.98442327148401,0.241766697163176,1.51056925238298,2.45827729058504,TRUE,"pilot",47,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
5,1.75179748099627,0.272749219037609,1.21721883487113,2.28637612712141,TRUE,"pilot",47,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
1,1.77014655694717,0.199894497285348,1.37836054156015,2.1619325723342,TRUE,"pilot",47,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
2,1.95888369482388,0.270943531813788,1.42784413062477,2.48992325902298,TRUE,"pilot",47,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
3,1.64944628633147,0.230920955799358,1.19684952968917,2.10204304297378,TRUE,"pilot",47,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
4,1.85064295187383,0.218664387952324,1.42206862678578,2.27921727696188,TRUE,"pilot",47,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
5,1.89808547095704,0.243339596584097,1.42114862563971,2.37502231627438,TRUE,"pilot",47,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
1,1.59458107044096,0.28959631512133,1.02698272274764,2.16217941813428,TRUE,"pilot",47,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
2,1.97372349011617,0.24353742735457,1.49639890361367,2.45104807661866,TRUE,"pilot",47,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
3,2.25939574357474,0.237137881702463,1.79461403606779,2.72417745108169,TRUE,"pilot",47,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
4,1.79352014485637,0.246075110308107,1.31122179116076,2.27581849855198,TRUE,"pilot",47,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
5,2.29663912264085,0.285630804662638,1.73681303262689,2.85646521265482,TRUE,"pilot",47,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.6,0.2,"both",5,5,28,30
