"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,2.42341264149628,0.262820458354138,1.90829400872186,2.9385312742707,TRUE,"pilot",63,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
2,1.74497162114204,0.296286547334083,1.16426065926352,2.32568258302057,TRUE,"pilot",63,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
3,2.12617490141346,0.243601968308725,1.64872381696529,2.60362598586163,TRUE,"pilot",63,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
4,1.59311305924866,0.284720068829738,1.0350719786666,2.15115413983071,TRUE,"pilot",63,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
5,2.40124393867351,0.255193509770184,1.90107385043558,2.90141402691144,TRUE,"pilot",63,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
1,1.51794274376243,0.275998118322948,0.976996372048632,2.05888911547624,TRUE,"pilot",63,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
2,2.29352137751264,0.275054140244552,1.75442516883469,2.83261758619059,TRUE,"pilot",63,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
3,2.21486304431712,0.252226435010397,1.72050831574781,2.70921777288643,TRUE,"pilot",63,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
4,1.65270585090243,0.240464547196463,1.18140399883863,2.12400770296622,TRUE,"pilot",63,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
5,1.87398929516597,0.241782905001751,1.40010350928507,2.34787508104687,TRUE,"pilot",63,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
1,2.89063452002867,0.296799255753128,2.30891866811425,3.4723503719431,TRUE,"pilot",63,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
2,2.19243511075371,0.306697908531316,1.59131825589858,2.79355196560885,TRUE,"pilot",63,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
3,1.72583856871867,0.285680383731201,1.16591530551593,2.28576183192141,TRUE,"pilot",63,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
4,1.92599847530912,0.262721426024649,1.4110739423338,2.44092300828444,TRUE,"pilot",63,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
5,1.98078792285966,0.315627835505582,1.36216873275039,2.59940711296893,TRUE,"pilot",63,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
1,1.88284760159725,0.262178430150885,1.36898732097827,2.39670788221623,TRUE,"pilot",63,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
2,1.85049250704047,0.261835764696097,1.33730383837162,2.36368117570933,TRUE,"pilot",63,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
3,1.99230368019799,0.272696544642103,1.45782827399095,2.52677908640503,TRUE,"pilot",63,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
4,2.08395353831684,0.278781085415972,1.53755265133055,2.63035442530313,TRUE,"pilot",63,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
5,2.31981806488823,0.246424815605103,1.8368343014053,2.80280182837115,TRUE,"pilot",63,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
1,1.79700404242113,0.234699251178894,1.33700196291198,2.25700612193028,TRUE,"pilot",63,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
2,2.21363498962294,0.276448689226247,1.67180551516619,2.75546446407969,TRUE,"pilot",63,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
3,1.98983929155651,0.217337252961463,1.56386610325317,2.41581247985985,TRUE,"pilot",63,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
4,1.98270508399304,0.280984991923225,1.43198461962724,2.53342554835884,TRUE,"pilot",63,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
5,2.53871083672138,0.277943959551331,1.99395068628031,3.08347098716244,TRUE,"pilot",63,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",2,0.8,0.2,"both",5,5,28,30
