"outcome_resample","estimate","se","ci_lower","ci_upper","converged","profile","scenario_id","design_resample","design_id","design_label","design_name","design_short_name","design_group","tau","gamma","rho","spillover_type","n_design_resamples","n_outcome_resamples","n_treated","n_control"
1,1.18229305557926,0.292119710470055,0.609748943883686,1.75483716727484,TRUE,"pilot",31,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
2,1.14786198384114,0.343778161464751,0.474069168698829,1.82165479898344,TRUE,"pilot",31,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
3,1.17087937628948,0.28931304671061,0.603836224479135,1.73792252809983,TRUE,"pilot",31,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
4,0.896288194034607,0.275433423608774,0.356448603622846,1.43612778444637,TRUE,"pilot",31,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
5,0.98736801185199,0.279569365123685,0.43942212502884,1.53531389867514,TRUE,"pilot",31,1,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
1,0.962713784576939,0.31861142900391,0.338246858666436,1.58718071048744,TRUE,"pilot",31,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
2,0.808045363177499,0.326827715572372,0.167474811506149,1.44861591484885,TRUE,"pilot",31,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
3,0.673302207384088,0.296816880448662,0.0915518117011801,1.255052603067,TRUE,"pilot",31,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
4,1.00568667050984,0.227904614365,0.559001834443949,1.45237150657573,TRUE,"pilot",31,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
5,1.17168277648401,0.268194774193938,0.646030678222044,1.69733487474598,TRUE,"pilot",31,2,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
1,0.641763728934995,0.189206886313946,0.270925046132697,1.01260241173729,TRUE,"pilot",31,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
2,0.925441165642938,0.208394367941028,0.516995709897535,1.33388662138834,TRUE,"pilot",31,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
3,0.932414114660891,0.257677615879501,0.427375267914923,1.43745296140686,TRUE,"pilot",31,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
4,1.78014051328258,0.235144228844141,1.31926629357562,2.24101473298954,TRUE,"pilot",31,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
5,0.867315771926181,0.215245417692332,0.445442505411931,1.28918903844043,TRUE,"pilot",31,3,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
1,0.724479284809736,0.232409595044685,0.268964848860614,1.17999372075886,TRUE,"pilot",31,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
2,0.757563116683692,0.20914369800029,0.347649001009601,1.16747723235778,TRUE,"pilot",31,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
3,0.660195012763525,0.257003303736616,0.15647779353195,1.1639122319951,TRUE,"pilot",31,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
4,1.02209943585607,0.220670974790257,0.589592272833824,1.45460659887832,TRUE,"pilot",31,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
5,1.11148467996066,0.265646358930065,0.590827383833531,1.63214197608778,TRUE,"pilot",31,4,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
1,0.604817073060853,0.278484371212494,0.0589977352270827,1.15063641089462,TRUE,"pilot",31,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
2,1.70863899052172,0.243322783902335,1.23173509745512,2.18554288358832,TRUE,"pilot",31,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
3,1.05730026872024,0.23328911670876,0.600062001985904,1.51453853545457,TRUE,"pilot",31,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
4,1.56393735097729,0.236052012928593,1.10128390715906,2.02659079479551,TRUE,"pilot",31,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
5,0.986689076273563,0.235432292435596,0.525250262302093,1.44812789024503,TRUE,"pilot",31,5,7,"Design 7","Balanced Halves","Bal. Halves","Stratified",1,0.8,0.2,"both",5,5,28,30
